Instituto Nacional de Estadística y Geografía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Índice Nacional de Precios al Consumidor, ciudades que lo componen por mayor variación ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Título," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Resumen, Principales índices, Precios al Consumidor (INPC)"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, 7. Area Metropolitana de la Cd. de México, Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Acapulco, Gro., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Aguascalientes, Ags., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Atlacomulco, Méx., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Campeche, Camp., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Cancún, Q. Roo., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Cd. Acuña, Coah., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Cd. Jiménez, Chih., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Cd. Juárez, Chih., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Chetumal, Q.R., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Chihuahua, Chih., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Coatzacoalcos, Ver., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Colima, Col., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Córdoba, Ver., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Cortazar, Gto., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Cuernavaca, Mor., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Culiacán, Sin., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Durango, Dgo., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Esperanza, Son., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Fresnillo, Zac., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Guadalajara, Jal., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Hermosillo, Son., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Huatabampo, Son., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Iguala, Gro., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Izúcar de Matamoros, Pue., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Jacona, Mich., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, La Paz, B.C.S., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, León, Gto., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Matamoros, Tamps., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Mérida, Yuc., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Mexicali, B.C., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Monclova, Coah., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Monterrey, N.L., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Morelia, Mich., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Oaxaca, Oax., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Pachuca, Hgo., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Puebla, Pue., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Querétaro, Qro., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Saltillo, Coah., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, San Andrés Tuxtla, Ver., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, San Luis Potosí, S.L.P., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Tampico, Tamps., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Tapachula, Chis., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Tehuantepec, Oax., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Tepatitlán, Jal., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Tepic, Nay., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Tijuana, B.C., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Tlaxcala, Tlax., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Toluca, Edo. de Méx., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Torreón, Coah., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Tulancingo, Hgo., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Tuxtla Gutiérrez, Chis., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Veracruz,Ver., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Villahermosa, Tab., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Zacatecas, Zac., Índice de precios al consumidor, por objeto del gasto, Índice general"
abr-06,60.86161727,58.95718922,61.86670631,62.65640874,N/E,58.1138927,N/E,66.13686735,63.15410584,67.00742512,63.36239968,61.1393786,N/E,60.99729758,58.57128978,59.06112455,63.37062411,64.60321046,58.36329854,N/E,60.95697598,62.03731072,66.49634574,66.82832304,59.01098523,N/E,56.52627681,64.25977301,59.95135416,63.71438329,59.80697114,70.30559696,63.32138376,64.68347995,63.09040695,60.79738377,N/E,58.97489752,57.75956913,N/E,59.88798422,61.54206515,62.87504914,58.75066163,61.26803515,55.21859211,59.31787324,62.35244803,58.85413004,59.87397195,60.7482814,56.00120949,N/E,58.85560292,60.2056587,N/E
may-06,60.59067451,59.02338273,62.12125172,62.82840568,N/E,58.25217084,N/E,63.73564268,63.01148115,65.97600376,63.67618664,61.03764573,N/E,61.06654642,58.85945674,59.33696474,63.50776842,62.57378748,58.51310829,N/E,61.29468192,62.1990497,62.17198916,63.58757068,59.20438927,N/E,56.48801293,63.17301068,60.05776742,62.76001801,59.90127898,65.34197912,62.13530146,63.75760091,63.16610733,61.00988326,N/E,59.12008388,57.84043906,N/E,60.16614878,61.65096426,63.1458849,59.09040438,61.53390884,55.37579806,59.62371326,62.12139554,58.99309207,59.82208405,59.94834838,56.52078192,N/E,58.88988755,60.33444731,N/E
jun-06,60.64299806,59.09867152,62.0953209,62.81456072,N/E,58.31479681,N/E,63.96271564,63.02660801,66.16072725,63.75409608,61.17778795,N/E,61.03218233,58.90428271,59.25411164,63.34131505,62.54752003,58.54733635,N/E,61.17474897,62.23000964,62.17964386,63.56666606,59.23076255,N/E,56.4631414,63.11251277,60.08541401,62.99183041,59.66321542,65.30139853,62.23602214,63.67965559,63.18903069,61.0201242,N/E,59.26824333,57.95346778,N/E,60.02980336,61.6243908,63.20038573,59.09388128,61.61571613,55.40433843,59.58850142,62.19594566,58.7942923,60.05713626,60.25972127,56.57159473,N/E,59.0236459,60.26703452,N/E
jul-06,60.80929371,59.33767555,62.27207385,62.82521069,N/E,58.57532084,N/E,63.8891325,63.14168021,66.10944754,63.88036309,61.39267269,N/E,61.21754014,59.12989035,59.25057523,63.57578757,62.73979775,58.6971461,N/E,61.13477132,62.32769358,62.41201856,63.95742168,59.30781389,N/E,56.47749036,63.15871117,60.30137033,63.09391294,59.47307043,65.39034229,62.44847122,63.72753629,63.37188443,61.14864799,N/E,59.28459538,58.31809182,N/E,60.42241846,61.64158539,63.22930454,59.17335327,61.82125694,55.54095789,59.60308918,62.38417148,58.94413392,60.29841501,60.17216384,56.65811383,N/E,59.15981865,60.48838995,N/E
ago-06,61.11960865,59.57465839,62.79651148,63.30232914,N/E,58.62091254,N/E,63.96846432,63.50094317,66.56572038,63.98567515,61.56759094,N/E,61.47266746,59.59933157,59.43851031,63.95459342,63.08390131,59.03793847,N/E,61.61082098,62.58765031,63.00799134,64.29886383,59.58137201,N/E,56.94574462,63.54974762,60.59035537,63.52935872,59.76771869,65.65772947,63.2437793,63.90347001,63.67575218,61.41337627,N/E,59.7151993,58.7096725,N/E,60.70655436,61.9594249,63.46454791,60.39871201,62.25994853,55.8609843,60.07040066,62.65540701,59.36497623,60.46912622,60.59233591,56.954293,N/E,59.53163788,60.7223224,N/E
sep-06,61.73661213,60.21941344,63.56014771,63.8374899,N/E,59.20258254,N/E,64.35707526,64.23081423,67.06511479,64.60196564,61.95064634,N/E,61.9813601,60.00867644,59.97806586,64.80953334,63.78997029,59.36880967,N/E,62.10212528,63.23727522,63.63841024,65.29156535,60.10004648,N/E,57.75693893,64.07717934,61.19232059,63.91057315,60.39575791,66.1736033,63.73197187,64.31212618,64.18166532,62.39036187,N/E,60.63586911,59.26535764,N/E,61.33951558,62.67638746,64.4177563,61.06975362,63.07495365,56.60630897,60.79777676,62.99854904,60.50288242,61.1182439,61.15601928,57.62264167,N/E,60.2380944,61.19370885,N/E
oct-06,62.00651878,60.44730099,64.08299774,63.97966693,N/E,60.51822888,N/E,63.75173899,64.58035277,66.73354487,65.56750532,62.24131168,N/E,62.64885648,60.19192107,60.30846785,65.31608248,63.94389753,59.63370506,N/E,62.13316056,63.35417567,63.74229541,65.81203682,60.76351541,N/E,57.88703613,64.50231461,61.52460122,63.65058171,61.90774192,66.14191708,63.92185512,64.61499942,64.39224033,62.80972833,N/E,60.9074122,59.32778355,N/E,61.41117156,62.97755342,66.06557221,61.2078362,64.02749727,56.70783782,61.22786429,62.81455301,60.74668414,61.41867487,61.59225218,57.82131518,N/E,61.35306919,62.60887436,N/E
nov-06,62.3318573,60.48166098,63.9110076,63.90671467,N/E,60.36692454,N/E,65.88679967,64.96392675,67.56043014,65.69645887,62.74530462,N/E,62.77485813,60.19635441,60.23521359,65.0152498,66.23494428,59.79591627,N/E,62.22942254,63.07286727,68.02455116,69.09835054,60.86280305,N/E,58.08218193,65.61877592,61.39575771,64.55337405,61.86186243,70.69139052,65.22296813,65.63162909,64.23657475,62.54039163,N/E,60.95399076,59.3670362,N/E,61.39723846,62.82801253,65.81086425,61.38267458,63.85416807,56.61051984,60.97886625,62.57028241,60.64184446,61.39843859,62.11500634,58.06210381,N/E,61.38155923,62.74369994,N/E
dic-06,62.69242357,60.83385084,64.2729807,64.25656603,N/E,60.60289919,N/E,66.53525105,65.42421554,68.13033414,65.75448796,63.00482725,N/E,63.04977084,60.68746973,60.51762141,65.49193687,66.5743197,59.94820632,N/E,62.83066537,63.38300044,68.23177472,69.39530337,61.13998103,N/E,58.85702554,65.90696593,61.75516328,64.97286944,62.3665368,71.01214397,65.5438433,65.93784284,64.60228224,62.9991857,N/E,61.38459467,59.6162669,N/E,61.87295459,63.10260502,66.12674661,61.77357743,64.32353739,57.08400921,61.32997864,62.98215859,60.98652964,61.7523141,62.54916688,58.62150249,N/E,61.77752256,63.15874138,N/E
ene-07,63.01620793,61.03798958,64.45290885,64.95680126,N/E,61.78427546,N/E,66.9888221,65.44852656,68.25270617,66.02905156,63.44653476,N/E,63.3366589,60.82785876,61.17640459,65.76622549,66.70723298,60.44575326,N/E,63.15522078,63.88690013,68.49422144,69.80106743,61.30028919,N/E,59.42046121,66.13410806,62.13178277,65.30410596,62.65404826,71.27286037,65.88563314,66.75348493,65.13165184,63.20810086,N/E,61.58924302,59.74206456,N/E,62.45814516,63.48765977,66.35754094,62.21663377,64.40432209,57.57340632,61.8370292,63.22219938,61.11263398,61.98269639,63.30609832,59.24636271,N/E,62.04021043,63.34488117,N/E
feb-07,63.19234663,61.23404363,64.53123051,65.20388045,N/E,61.89399616,N/E,66.86695003,65.74187962,68.62448404,65.96242556,63.57681512,N/E,63.49598331,60.96332186,61.27087733,65.99019099,66.87219255,60.58117731,N/E,63.29724665,64.01714539,68.61779011,70.08408385,61.34579602,N/E,59.4582468,66.60764165,62.22411193,65.60822682,62.93187404,71.56415119,66.06450866,67.0023532,65.25746375,63.33508851,N/E,61.57784614,60.13175355,N/E,62.60494041,63.79872565,66.62615217,61.70850974,64.31177759,57.94677047,61.9647979,63.22537173,61.15565781,61.98217752,63.60192847,59.43588076,N/E,62.33187122,63.63063091,N/E
mar-07,63.32911314,61.37653651,64.66088462,65.0973808,N/E,61.8769619,N/E,67.72407859,65.89044701,69.27713484,66.23860107,63.61626256,N/E,63.86097158,61.1032183,61.16326934,66.02226506,67.21104262,60.69576688,N/E,63.34038043,64.15166098,68.72932997,70.35745197,61.49576172,N/E,59.47307405,66.73523722,62.41346494,66.24252085,63.11437245,71.83876506,66.21146178,66.62376165,65.41739414,63.33355237,N/E,61.80132412,60.2674826,N/E,62.82239643,63.83363589,66.55774807,61.79493552,64.85886384,58.26071451,62.15443883,63.47810191,61.21747366,62.02316896,63.72316185,59.59747465,N/E,62.46273228,63.87814653,N/E
abr-07,63.29129513,61.47810059,64.70427906,65.32688755,N/E,61.21913872,N/E,65.62580948,66.13949998,69.32025642,65.05598959,63.86955664,N/E,63.69279582,61.3603519,61.46436963,65.82152561,67.43589197,60.84607269,N/E,63.34564064,64.36571159,68.97428025,70.4089095,61.07172078,N/E,59.4568119,66.91013116,62.66958705,66.60406313,62.03722403,72.02165567,64.80192268,65.81925461,65.83321316,63.55731689,N/E,61.92223017,60.40557627,N/E,62.7671616,63.96598217,65.24583524,62.12822118,64.44215796,58.25603576,62.12878449,63.5040094,61.47512213,62.29350494,62.97348368,59.36629926,N/E,61.67853173,63.08428546,N/E
may-07,62.98253436,61.4518253,64.8736232,65.30186013,N/E,60.92855423,N/E,65.67007434,65.85857255,68.19210288,64.95927443,63.68373844,N/E,63.6589524,61.30124073,61.63714865,65.74134043,64.99407007,60.99141791,N/E,63.49818695,64.40040807,64.29124648,66.85083571,61.38509738,N/E,59.04164878,65.34653535,62.43067885,65.45297632,61.94189665,67.3304281,64.44857473,65.90555121,65.81508771,63.31870301,N/E,61.81618962,60.48928373,N/E,62.49148509,63.93055088,65.36707178,61.91016991,64.50146825,58.13438829,62.09709383,63.31684102,61.35247948,62.33449639,62.92063837,59.46380492,N/E,61.56698596,62.85940846,N/E
jun-07,63.05817039,61.55844232,64.94189005,65.42912722,N/E,60.978655,N/E,65.58211949,66.02874974,68.28067692,65.03825848,63.79429508,N/E,63.58866222,61.29335924,61.71697054,65.76622549,65.20683639,61.09162178,N/E,63.75278146,64.29792,64.28031119,67.11401954,61.57229594,N/E,59.13348209,65.32563607,62.41607311,65.72466471,61.89448785,67.26927927,64.44252048,65.97514524,65.68287859,63.59879269,N/E,61.93957325,60.53563024,N/E,62.62584007,64.06498136,65.39599059,62.09444558,64.29541614,58.14702091,62.19115975,63.2639686,61.23774926,62.55968989,63.1460081,59.65561183,N/E,61.75675863,62.90267339,N/E
jul-07,63.32600481,61.85656573,65.27951993,65.65384149,N/E,61.32234632,N/E,65.72813603,66.14004022,68.47064492,65.28488213,63.94274202,N/E,63.95885716,61.49335204,61.96199343,65.9487159,65.59139182,61.4631698,N/E,64.11731452,64.54079538,64.54111763,67.35522671,61.85412803,N/E,59.48168342,65.75242128,62.83807472,65.98518782,62.35990976,67.37767948,64.80577538,66.15441948,65.91211215,63.91984614,N/E,62.20913427,60.62264817,N/E,62.91395685,64.21712749,65.66682634,62.21564037,64.50402472,58.43757121,62.52265412,63.36495493,61.56018074,62.72988222,63.76823579,59.83231223,N/E,62.12133462,63.09937787,N/E
ago-07,63.58399619,62.04908272,65.53141934,65.95576801,N/E,61.47715771,N/E,65.63788171,66.44635917,68.39255991,65.46917824,64.2349645,N/E,64.21814983,61.64014478,62.25147407,66.27830463,65.79154977,61.73997059,N/E,64.45344241,64.77352871,64.90690275,67.84032113,62.0661485,N/E,60.14843157,66.0923095,63.07750456,66.18456775,62.61734467,67.65562874,64.99841056,66.39549322,66.49692428,64.07909274,N/E,62.71951636,60.90214597,N/E,63.3314525,64.60322433,65.76971056,63.10721675,64.84914922,58.85772284,62.82446993,63.78211834,62.06756524,63.12007926,64.03608901,60.35600461,N/E,62.36325856,63.17433687,N/E
sep-07,64.07770259,62.52658547,66.05321097,66.63896328,N/E,62.14500104,N/E,65.99832411,66.80616237,68.86806264,65.80553208,64.38808285,N/E,64.7539172,62.3879011,62.74808746,66.85619093,66.34736895,62.27323377,N/E,64.90424303,65.2833001,65.26612671,68.2932546,62.36504565,N/E,60.64777524,66.51304492,63.55845078,66.57747914,63.00477145,68.0803352,65.48660313,66.82419247,66.90954469,64.71556711,N/E,63.48756706,61.54957828,N/E,63.78179048,64.90334819,66.26133029,63.72014447,65.62989754,59.28395685,63.36622931,64.09247946,63.10458796,63.65556244,64.35678755,60.84490624,N/E,62.9721729,63.72470697,N/E
oct-07,64.32740509,62.58924192,66.10454341,66.64375577,N/E,63.06635429,N/E,68.5530386,66.96931637,68.91992507,67.22939415,64.3886019,N/E,65.31415597,62.30071212,63.06484901,66.96955619,66.50917643,62.55896362,N/E,65.09834504,65.43222808,65.63956653,68.24876528,63.17072344,N/E,60.80465716,66.89308175,63.86047665,66.76782052,64.19610882,68.31103308,67.18564538,67.70831509,66.72775714,64.71710326,N/E,63.27102632,61.59261432,N/E,64.02114138,65.01381045,67.98978518,63.83339205,66.22964722,59.40279706,63.66452393,64.23047648,62.62736959,63.61872203,65.3282088,61.01107786,N/E,63.91910472,64.89638151,N/E
nov-07,64.78122126,62.76306303,66.33792081,66.68156315,N/E,62.82637158,N/E,69.05317398,67.55116029,70.38955483,67.35190002,64.94968982,N/E,65.51409248,62.4524308,63.08404668,67.16144762,69.31296375,62.84568559,N/E,65.38818302,65.68311034,70.4959245,72.08663939,63.59838424,N/E,61.24947479,68.34118157,63.84065457,68.10127351,64.16195409,73.24963549,67.24618786,67.79238469,67.00603602,64.8604764,N/E,63.56189455,61.81961761,N/E,64.17241513,65.32643947,67.85408924,63.90938714,66.40706678,59.5361414,63.76613526,64.31665853,63.03288158,63.68410078,65.66445008,61.27979065,N/E,64.13060708,64.95373269,N/E
dic-07,65.04905568,63.06522879,66.60781303,67.03886948,N/E,63.14851956,N/E,69.36187823,67.60518479,70.74035464,67.60228482,65.27772642,N/E,65.74058306,62.73320886,63.27299216,67.51813342,69.77999896,62.97168452,N/E,65.34978343,65.82296385,70.57520528,72.47793102,63.89624714,N/E,61.36713623,68.81251523,64.26161292,68.37721534,64.32966911,73.39305731,67.37993171,67.98780474,67.16330091,65.44113766,N/E,63.74969534,62.20883368,N/E,64.54661862,65.62343704,68.16774707,64.18952591,66.80485472,59.77007884,64.0342483,64.4271619,63.12980883,64.04731612,66.23279627,61.54941898,N/E,64.34355809,65.22086845,N/E
ene-08,65.35056368,63.35324632,66.88405566,67.23056886,N/E,63.60543863,N/E,69.67805576,68.15191278,70.97519239,68.03051806,65.70386257,N/E,65.92177553,63.08492034,63.5609572,67.67463277,70.27225092,63.37101183,N/E,65.82951525,66.09733296,70.75399711,73.09702943,63.7923054,N/E,61.52832283,69.09850532,64.66587899,68.69834996,64.667648,73.71492255,67.56706303,68.55346506,67.36961111,65.86255231,N/E,63.81857214,62.57676818,N/E,64.85812312,65.92981348,68.51421663,64.36088738,67.01244072,60.03115301,64.59814084,64.64711117,63.77170463,63.98193736,66.59908685,61.92387734,N/E,64.55216316,65.59264495,N/E
feb-08,65.5448343,63.66854973,66.79991279,67.04898695,N/E,63.7527349,N/E,69.81257493,67.90069883,70.97402694,68.29970859,65.81753348,N/E,65.87283273,63.31545391,63.60339415,67.47444632,70.25438906,63.33380742,N/E,66.13355581,66.19821966,70.99512004,72.99143429,64.05862379,N/E,61.65985493,69.10730502,64.64031894,68.76853169,64.92355359,73.89558956,67.80538026,68.77950648,67.22034275,65.97929901,N/E,64.12381036,62.85153675,N/E,65.04273681,66.07310179,68.49308366,63.59596949,67.00579388,60.23982521,64.72741861,64.96011592,63.97693325,64.1640639,66.55867572,62.14818614,N/E,64.84575548,65.88141318,N/E
mar-08,66.01989072,64.11775602,67.28254359,67.43717819,N/E,64.24021544,N/E,70.31730925,68.26914596,71.0655146,68.76018021,66.04747053,N/E,66.17638218,63.66470241,63.9211661,68.15408484,70.82018987,63.79117361,N/E,66.43391421,66.77097851,71.35762458,73.40631063,64.41130175,N/E,61.96835748,69.57313887,65.03415234,69.19600227,65.3507426,74.02622571,68.20055756,69.34182628,67.81048589,66.54971933,N/E,65.19313515,63.50937338,N/E,65.89215883,66.43418831,69.14542522,64.01766773,67.64082296,60.7928533,65.12330035,65.35560164,64.82850842,64.58279929,67.02184938,62.73779784,N/E,65.26344851,66.26928826,N/E
