Instituto Nacional de Estadística y Geografía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Índice Nacional de Precios al Consumidor, ciudades que lo componen por mayor variación ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Título," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Resumen, Principales índices, Precios al Consumidor (INPC)"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, 7. Area Metropolitana de la Cd. de México, Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Acapulco, Gro., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Aguascalientes, Ags., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Atlacomulco, Méx., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Campeche, Camp., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Cancún, Q. Roo., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Cd. Acuña, Coah., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Cd. Jiménez, Chih., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Cd. Juárez, Chih., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Chetumal, Q.R., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Chihuahua, Chih., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Coatzacoalcos, Ver., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Colima, Col., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Córdoba, Ver., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Cortazar, Gto., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Cuernavaca, Mor., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Culiacán, Sin., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Durango, Dgo., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Esperanza, Son., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Fresnillo, Zac., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Guadalajara, Jal., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Hermosillo, Son., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Huatabampo, Son., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Iguala, Gro., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Izúcar de Matamoros, Pue., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Jacona, Mich., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, La Paz, B.C.S., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, León, Gto., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Matamoros, Tamps., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Mérida, Yuc., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Mexicali, B.C., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Monclova, Coah., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Monterrey, N.L., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Morelia, Mich., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Oaxaca, Oax., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Pachuca, Hgo., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Puebla, Pue., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Querétaro, Qro., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Saltillo, Coah., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, San Andrés Tuxtla, Ver., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, San Luis Potosí, S.L.P., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Tampico, Tamps., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Tapachula, Chis., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Tehuantepec, Oax., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Tepatitlán, Jal., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Tepic, Nay., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Tijuana, B.C., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Tlaxcala, Tlax., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Toluca, Edo. de Méx., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Torreón, Coah., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Tulancingo, Hgo., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Tuxtla Gutiérrez, Chis., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Veracruz,Ver., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Villahermosa, Tab., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Zacatecas, Zac., Índice de precios al consumidor, por objeto del gasto, Índice general"
abr-04,56.38303195,54.86885612,57.36003539,57.17913155,N/E,54.1694587,N/E,61.25681079,58.10065367,62.67487268,58.25906308,56.7591557,N/E,56.86787967,53.80545155,53.76964063,60.06035869,59.45426545,53.79459727,N/E,56.51945667,57.4258813,62.08669397,61.34648805,55.16203801,N/E,51.64858841,59.90447395,55.60823248,58.43480265,54.42377789,64.0000401,59.99650063,60.69379311,57.97370063,56.34308727,N/E,53.48506926,52.34128428,N/E,54.59589099,56.0444838,58.98491338,53.60584371,55.96078728,50.91086818,54.38670593,57.33855619,54.41723551,56.15464695,56.51702947,50.33672565,N/E,53.86453345,54.98670134,N/E
may-04,56.24160294,54.95273491,57.56906956,57.52099544,N/E,54.00713219,N/E,60.01854459,58.06013529,63.00236353,58.37404665,56.67662751,N/E,56.88245837,53.76998485,54.07074092,60.11234081,58.10569471,54.03617789,N/E,56.67884126,57.67996631,58.04556115,58.15558517,55.29183591,N/E,51.54862401,59.20874806,55.79915039,57.92173162,54.54357434,60.16600805,58.87371275,60.47443271,57.86388176,56.42808706,N/E,53.60250669,52.45289424,N/E,54.7133272,56.38941782,59.08223629,53.73498569,55.95567433,50.8416227,54.47171739,57.40887651,54.46471009,56.33833014,55.98339539,50.47039539,N/E,54.09390245,55.39721504,N/E
jun-04,56.33174451,55.02953959,57.60664279,57.51141047,N/E,53.91444576,N/E,60.24849189,58.17196601,63.10200932,58.53147744,56.75396525,N/E,56.95274855,53.76062558,54.1758229,60.09243276,58.33947499,54.14134235,N/E,56.72039697,57.97355193,58.01330208,58.20436262,55.43301052,N/E,51.86334445,59.20929804,55.81375613,57.93449194,54.69446687,60.29164111,58.81317026,60.606383,57.97476683,56.50899048,N/E,53.67980728,52.67895168,N/E,54.72178658,56.49258539,59.09335891,53.74342959,56.07889656,51.00537891,54.52956542,57.43108293,54.55619755,56.37724606,56.02950552,50.79312539,N/E,54.31795975,55.34992547,N/E
jul-04,56.47939018,55.14727307,57.66432564,57.67595243,N/E,54.16444863,N/E,60.19502914,58.51502162,62.98371636,59.153141,56.90656456,N/E,57.43436645,53.98574062,54.40973134,60.05648768,58.58796504,54.31248263,N/E,56.94185212,58.0963241,58.16694276,58.56188525,55.3275174,N/E,52.21011088,59.49748805,56.16585884,57.85261324,55.11247999,60.5951617,58.87426313,60.65593396,58.27383666,56.79471269,N/E,53.89188838,52.89507773,N/E,54.98104193,56.6973574,59.38866443,53.85816727,56.27165498,51.24493084,55.12565164,57.54370119,54.72433666,56.49503161,55.98339539,50.96982579,N/E,54.49421172,55.55870389,N/E
ago-04,56.82804118,55.44640707,57.92416306,58.01195884,N/E,54.38789808,N/E,60.4238267,58.94451643,63.26284113,59.37504856,57.32958644,N/E,57.778528,54.45370407,54.53199019,60.40487846,59.01034559,54.57638589,N/E,57.32584798,58.70751598,58.449073,59.14024645,55.74069876,N/E,52.91703611,59.83572633,56.39642091,58.0934642,55.52029766,61.01375328,59.17587478,61.00835815,58.6976522,57.3226331,N/E,54.38294531,53.23936606,N/E,55.45626045,56.97611828,59.46151758,54.78600275,56.74664855,51.42646629,55.48280035,57.85882083,55.22380874,56.72697054,56.31601003,51.46879843,N/E,54.7699374,55.88268775,N/E
sep-04,57.29791705,55.86479044,58.35969502,58.59930443,N/E,54.86886552,N/E,60.70321267,59.61550078,63.68240236,59.83552018,57.60052806,N/E,58.37469286,55.06156395,55.08670179,60.98221176,59.60714199,54.99109103,N/E,57.80820991,59.25411903,58.86461365,59.54279442,56.18439038,N/E,53.41877126,60.22951269,56.97439098,58.53848021,55.92454692,61.63858321,59.66792006,61.26390745,59.42640168,57.81522228,N/E,55.12027399,53.77660719,N/E,55.98820664,57.48101415,60.14833926,55.42624897,57.40570852,51.6608716,55.92898472,58.36480992,55.71883007,57.11405431,56.99419159,52.15728911,N/E,55.27551497,56.51606613,N/E
oct-04,57.69474717,56.15129209,59.06088559,59.18718252,N/E,55.97408861,N/E,61.39018023,59.87211718,64.00348325,60.44106454,58.08064492,N/E,58.99584979,55.25515304,55.51612334,61.36875962,60.05106185,55.31402528,N/E,58.30109227,59.58507009,59.46113318,60.34789036,56.6461813,N/E,53.78945262,60.62329904,57.27485196,58.99040806,57.2856384,62.07941073,59.88202029,61.54117008,59.74572936,58.26121518,N/E,55.49290247,54.12609768,N/E,56.38281218,57.85304269,61.35514335,55.66913523,58.22071364,52.22372507,56.70716649,58.70848066,56.22918174,57.38490917,57.43146067,52.50428109,N/E,56.03170835,57.82558474,N/E
nov-04,58.1868994,56.37210553,59.38105186,59.347997,N/E,55.89342636,N/E,63.32461188,60.23678259,64.58504173,60.55712274,58.38636258,N/E,59.12028944,55.49504588,55.72830811,61.5822181,61.9911755,55.63001472,N/E,58.44943039,59.87385158,63.75159039,64.26831092,56.98955104,N/E,54.03481977,61.61601464,57.43812329,60.00325813,57.55479806,66.32925488,61.03838173,61.97543686,60.01547862,58.45425688,N/E,55.79665413,54.37438253,N/E,56.46641083,58.19849776,61.43800685,55.98453969,58.536183,52.48901012,57.08091506,58.80735209,56.74101699,57.70713306,58.29978175,52.66312834,N/E,56.32674932,58.06605723,N/E
dic-04,58.30708815,56.50196607,59.72026934,59.50188899,N/E,56.17048365,N/E,63.19814087,60.2848644,64.54891285,60.71724006,58.53169525,N/E,59.02136252,55.81621658,55.94453449,62.01245307,62.03005132,55.88201258,N/E,58.7739858,59.84662819,63.83415176,64.00995124,56.89802025,N/E,54.09747688,61.68421227,57.55653412,59.87140153,57.62514661,66.37261496,61.18203254,62.07453877,60.25963902,58.41994974,N/E,55.89476642,54.63070708,N/E,56.62067025,58.47882178,61.53088072,56.37842274,58.68139093,52.47216662,57.11763599,58.86551176,56.70046579,57.78392716,58.48577654,52.83479324,N/E,56.62227317,58.39004108,N/E
ene-05,58.30916037,56.56209605,59.47789554,59.4688741,N/E,56.45355303,N/E,63.06994525,60.45125987,64.17305591,60.57001809,58.49484303,N/E,58.90577422,55.70636832,56.1405528,61.8935578,62.05947087,55.81157223,N/E,59.01490375,59.6517941,63.67668372,63.87916335,56.90319148,N/E,54.10752115,61.59731528,57.39900076,59.95593862,57.74698214,66.23308444,61.30586943,62.26439129,60.2111268,58.29705847,N/E,55.68318083,54.87473562,N/E,56.52562654,58.44651678,61.26004496,56.59895751,58.60418531,52.37297715,57.06381217,58.77880098,56.59710969,57.67911359,58.44795587,52.90620584,N/E,56.6565578,58.63453822,N/E
feb-05,58.50343099,56.80261595,59.5488084,59.59720618,N/E,56.7491476,N/E,63.20676389,60.57227476,64.41954813,60.59795802,58.59605686,N/E,59.15517419,55.97581674,56.34718034,62.08710824,62.12619018,55.88548499,N/E,59.16692403,59.96246106,63.83797911,64.32244853,57.13537976,N/E,54.20796384,61.70016172,57.46837804,60.14734336,57.87085675,66.3970745,61.52602392,62.35792568,60.47234644,58.48958813,N/E,56.32091068,54.92391967,N/E,56.60822997,58.51581622,61.1905286,55.8906634,58.83426831,52.48199199,57.20667165,58.76981267,56.66634344,57.90378822,58.56659879,53.28753079,N/E,56.75941169,58.83627351,N/E
mar-05,58.76712098,56.98856411,59.88537988,59.91084766,N/E,56.96758697,N/E,63.33093543,60.83861557,64.92243889,60.74249346,58.81665109,N/E,59.71124762,56.20339475,56.65787946,62.17945944,62.39989698,56.38352799,N/E,59.47622481,60.32277069,64.18080014,64.67943515,57.61578711,N/E,54.56525284,61.88385535,57.83508649,60.47698485,58.10280305,66.7350608,61.67793052,62.59955617,60.85031527,58.66009976,N/E,56.7366491,55.26537045,N/E,56.90878703,58.69609895,61.29452508,56.29001015,59.28165192,52.83289815,57.56432339,59.03787586,57.03624949,58.21304013,58.76450968,53.44363141,N/E,57.08728864,59.09888154,N/E
abr-05,58.97641519,57.16945934,60.21824695,60.36560119,N/E,56.43451473,N/E,64.13230177,61.2059822,65.49642196,60.78171683,59.1929589,N/E,59.71957831,56.4570802,56.83166889,62.21208652,62.69724448,56.83494147,N/E,59.52724892,60.83467725,64.51377943,65.17256981,57.37429063,N/E,54.88284306,62.41073709,58.02861257,61.30108858,57.24077845,67.12252206,62.06650318,62.94028856,61.12219693,59.10967699,N/E,57.08202416,55.33961945,N/E,56.96053857,59.0337383,60.46533388,56.7032645,58.80154539,53.21795916,57.73032208,59.16899946,57.39873764,58.41695959,59.12976407,53.85013389,N/E,56.27508094,58.270811,N/E
may-05,58.82825146,57.33721692,60.58445365,60.46145087,N/E,56.57279287,N/E,62.04897924,60.95098654,64.6718676,61.0707877,59.27496805,N/E,59.69927225,56.59057293,57.2777621,62.45098305,60.55277009,57.08793145,N/E,59.62929713,61.01830171,60.65143844,62.11459889,57.60854739,N/E,55.33292198,61.47521951,58.14963157,60.39563784,57.47425407,63.16952772,60.95912612,61.98267464,61.54228076,59.08305055,N/E,57.27032046,55.48669866,N/E,57.33324923,59.34428313,61.098767,57.00972836,59.10423236,53.59834143,57.92952052,59.44340734,57.75726958,58.66861593,58.55209223,54.32576009,N/E,56.59330025,58.5600823,N/E
jun-05,58.77178347,57.32458457,60.53682561,60.12544447,N/E,56.37289078,N/E,61.8035105,61.1136003,64.54833012,61.36630624,59.35334388,N/E,59.56754325,56.62308407,57.18935178,62.14517337,60.70354524,56.94853893,N/E,59.6671707,60.85335997,60.57871883,62.18964112,57.53511591,N/E,54.97276319,61.5131682,58.04008851,60.26643964,57.52574105,62.99831098,60.76869249,61.88579974,61.56733652,58.98729777,N/E,57.16626198,55.64465512,N/E,57.44322127,59.20464216,60.86074296,57.03953035,59.21825127,53.74525414,57.75748551,59.3334327,57.3186243,58.53733953,58.49458409,54.13990423,N/E,56.61116688,58.65113988,N/E
jul-05,59.00179988,57.53276567,60.7575022,60.56475554,N/E,56.45205,N/E,62.24041037,61.36481425,64.55823643,61.56672154,59.79297521,N/E,59.67219752,56.87233618,57.40002095,62.22148754,60.88846807,57.12563191,N/E,59.91545295,61.11918841,60.72743864,62.55574,57.79109184,N/E,55.31187684,61.6660629,58.21744394,60.63064032,58.00084864,63.16452464,61.08626533,62.31060173,62.00341339,59.35136316,N/E,57.43334542,55.78416756,N/E,57.84529097,59.48757143,61.21054931,57.12843964,59.48617014,54.09007792,57.89129051,59.19173461,57.4679714,58.84192153,58.56970734,54.75652454,N/E,56.81252872,58.80105787,N/E
ago-05,59.07225536,57.64847797,60.73686338,60.65155276,N/E,56.46407419,N/E,62.27892654,61.68193809,64.64855864,61.56510962,59.76079441,N/E,59.65449481,56.90041399,57.39395852,62.29724871,60.85694713,57.0656088,N/E,59.89072993,61.06687679,60.73017246,62.34133363,57.84642402,N/E,55.46732387,62.02025063,58.35254706,60.77844731,58.00390727,63.25013301,61.03452903,62.2410077,61.98102313,59.47988695,N/E,57.41699337,55.89057535,N/E,57.89704252,59.5594761,61.40853192,58.07812992,59.67279302,54.12797578,58.00447144,59.20495271,57.43384905,58.89277168,58.4645348,54.74553799,N/E,57.05155537,58.9062017,N/E
sep-05,59.30900649,57.85817495,60.86016708,61.00033912,N/E,56.9565648,N/E,62.60947578,61.72137598,64.84377116,61.74779381,59.75871823,N/E,59.96116826,57.14769572,57.57027396,62.76564076,61.16480161,57.24716631,N/E,59.97278932,61.17150003,61.00027388,62.6800957,58.00259519,N/E,55.55580909,62.04884963,58.75472659,61.12457087,58.23687311,63.58756341,61.0956219,62.40636313,62.16121137,59.77277781,N/E,57.72916882,56.39187429,N/E,58.17819275,60.04248794,61.81561975,58.24005409,59.81544448,54.28424599,58.26252396,59.55972667,57.67962887,59.27518553,58.71632718,54.69426741,N/E,57.33549005,59.02543179,N/E
oct-05,59.45457994,57.8869767,61.20996857,60.97424671,N/E,57.89244728,N/E,62.86184294,62.07199501,64.78549876,62.52742546,59.75508491,N/E,60.30741248,57.18956613,57.65918948,62.86186297,61.45374353,57.41483418,N/E,59.99751234,61.24943367,61.25233209,62.89289403,58.39716012,N/E,55.39797058,62.24519283,58.75576986,61.3032153,59.28445475,63.71931135,61.20624953,62.62461002,62.11909637,59.86289807,N/E,57.74452983,56.42261432,N/E,58.45685492,60.19098673,63.09305246,58.89619471,60.59261372,54.20423939,58.50900687,59.74055035,57.83095407,59.31254483,58.63032402,54.64208128,N/E,58.40362527,59.91739356,N/E
nov-05,59.88249335,57.9789402,61.09777808,61.10737127,N/E,57.8939503,N/E,65.03944387,62.29889793,66.01271537,62.74342265,60.25855881,N/E,60.11372398,57.30532551,57.90673838,62.91605709,63.73165656,57.35580318,N/E,60.13006982,61.23502128,65.65706298,66.15562304,58.4954135,N/E,55.32335601,63.58274648,58.89974074,62.1778286,59.38844826,68.16149638,62.53433147,63.719185,62.26943094,59.83524754,N/E,57.86048071,56.76075464,N/E,58.51656824,60.32229092,63.18425793,58.53410046,60.75213794,54.28611749,58.5095099,59.74848122,57.63611051,59.3130637,59.58102162,55.00646863,N/E,58.45481077,59.96166464,N/E
dic-05,60.25031239,58.35437358,61.54018964,61.47852257,N/E,58.33483712,N/E,65.47174479,62.74027814,66.13916646,63.17595434,60.35717741,N/E,60.54119241,57.65358883,58.24017158,63.34905707,64.07313337,57.73677632,N/E,60.36783164,61.59052678,66.1261865,66.25639404,58.8780846,N/E,55.66820925,63.93748418,59.37494899,62.49896322,59.79881479,68.47613494,62.86016011,64.10668459,62.73056357,60.09178306,N/E,58.48582265,57.17834612,N/E,58.91415945,60.62918841,63.48568089,58.65082494,61.06351693,54.63608789,58.95468822,59.85211116,58.08662443,59.66745809,60.07631694,55.36261607,N/E,58.83918493,60.40588475,N/E
ene-06,60.60362589,58.63683288,61.99636042,62.09142807,N/E,58.60337727,N/E,65.56544831,63.08117276,66.16713721,63.62729175,60.55130033,N/E,61.03790968,58.09544484,58.64534344,63.47901236,64.22968736,57.95057765,N/E,60.66819005,61.86863243,66.39683469,66.45793603,59.05907768,N/E,55.93796962,64.08212917,59.83659476,62.99236209,60.41869765,69.20825329,63.1320509,64.94069951,62.89475877,60.38569802,N/E,58.85646905,57.34245058,N/E,59.38639231,61.04290081,64.07629192,59.07003968,61.52521682,54.94207806,59.31535811,60.53469414,58.61082285,59.93001089,60.54259914,55.79338052,N/E,59.05551612,60.74948874,N/E
feb-06,60.69635773,58.71970108,62.12389773,62.29377742,N/E,58.80778843,N/E,65.73560932,63.16761197,66.24347405,63.62890367,60.77033743,N/E,61.11444788,58.40430072,58.86510624,63.66758578,64.34473878,58.04631699,N/E,60.90069165,61.97645842,66.3875397,66.83582726,59.0280503,N/E,56.12067966,64.03098094,59.80894818,63.00618577,60.68021073,69.52289185,63.32688762,64.60275087,63.0712153,60.52241456,N/E,59.02791779,57.52121568,N/E,59.94222382,61.26590952,64.13691019,58.57880345,62.04162533,54.96126093,59.50701115,60.79112539,58.86204247,59.75670529,60.75190804,55.99022294,N/E,59.3177211,61.22037212,N/E
mar-06,60.77251181,58.83642398,61.9720172,62.25810003,N/E,58.9029799,N/E,65.52808188,63.16166928,66.42120485,63.64932132,61.09006931,N/E,61.27116895,58.47868227,58.92674086,63.46186932,64.30428691,58.09294651,N/E,60.81758022,61.98019497,66.4362017,66.77686551,59.57516653,N/E,56.24982026,64.18552559,59.66810709,63.30286311,60.63382147,69.60238533,63.27074823,64.6584261,63.12132682,60.65093834,N/E,59.01206126,57.51554059,N/E,60.02582248,61.29039879,64.08074097,58.66026224,61.88158982,55.02676341,59.40741193,61.29076978,58.71269537,59.77590381,60.59389018,55.9705387,N/E,59.65090976,61.17509487,N/E
