fecha,cetes28,tc_fix,expectativa,m1,m2,reservas,tiie28,tiie91,tasa_obj,spread_tiie,remesas,vix,fed_funds,petroleo,precio_maiz,precio_trigo
2012-08-01,4.13,13.183329032258065,3.5999999999999996,2065560499.31,5123551112.11,160471.22,4.788634782608695,4.802321739130435,4.5,0.013686956521739901,NA,15.69,0.13,94.13,332.2334953416149,315.5482191304348
2012-09-01,4.1675,13.004493333333333,3.73,2076104427.92,5091448044.76,161298.775,4.80312,4.817845,4.5,0.014725000000000321,NA,15.28,0.14,94.51,320.7059056390978,316.6530515789474
2012-10-01,4.205,12.869145161290323,3.7300000000000004,2051920923.5,5187025103.55,161329.325,4.817995652173913,4.838304347826087,4.5,0.02030869565217408,NA,16.28,0.16,89.49,321.3824173214286,318.4078349275362
2012-11-01,4.286,13.101516666666667,3.65,2134858979.56,5190395258.18,162539.41999999998,4.843565,4.86248,4.5,0.018914999999999793,NA,16.7,0.16,86.53,321.5968704887218,319.4599361904761
2012-12-01,4.0525,12.872983870967742,3.6899999999999995,2278174708.13,5306754530.68,163343.45,4.842157894736842,4.862973684210527,4.5,0.020815789473684454,NA,17.31,0.16,87.86,308.7504005639098,303.0385561403509
2013-01-01,4.154,12.71281935483871,3.55,2173269542.75,5293968556.15,163370.32499999998,4.8409818181818185,4.8526727272727275,4.5,0.011690909090908974,NA,13.51,0.14,94.76,303.3602112244898,288.2103225396826
2013-02-01,4.1850000000000005,12.716382142857142,3.56,2154134554.51,5297301365.86,165138.19999999998,4.820742105263158,4.821,4.5,2.5789473684145747e-4,NA,14.07,0.15,95.31,302.6103404761907,271.6785887037037
2013-03-01,3.9825,12.54896129032258,3.5799999999999996,2174771786.6,5319918051.6,165926.74,4.457711111111111,4.461155555555556,4.112903225806452,0.0034444444444448052,NA,13.03,0.14,92.94,309.579205075188,263.341859
2013-04-01,3.815,12.215603333333334,3.38,2142217470.92,5285413685.63,166437.65,4.333313636363636,4.342795454545454,4,0.009481818181818369,NA,13.97,0.15,92.02,279.7648464285715,264.1702616666668
2013-05-01,3.724,12.239448387096774,3.25,2171176313.68,5326721542.31,167435.02,4.315822727272727,4.320572727272727,4,0.004749999999999588,NA,13.49,0.11,94.51,295.368975,276.0451466666666
2013-06-01,3.7775,12.950203333333333,3.31,2211663708.91,5469573182.35,167085.925,4.30383,4.3153749999999995,4,0.011544999999999916,NA,17.27,0.09,95.77,297.1119132142858,266.8508791666666
2013-07-01,3.8449999999999998,12.7692,3.5000000000000004,2207369360.9,5520228165.17,167023.57499999998,4.3185782608695655,4.322208695652174,4,0.0036304347826083827,NA,13.97,0.09,104.67,279.0132714285715,257.4728933333333
2013-08-01,3.844,12.883483870967742,3.51,2239638324.1,5554395123.7,169622.86,4.305440909090909,4.30895,4,0.003509090909091128,NA,14.21,0.08,106.57,234.9387660714285,258.9259383333334
2013-09-01,3.635,13.089743333333333,3.64,2245970277.9,5534930381.22,171035.975,4.09101,4.091205,3.7916666666666665,1.9500000000061135e-4,NA,14.69,0.08,106.29,207.490173392857,257.499616
2013-10-01,3.39,13.021703225806451,3.5999999999999996,2214060389.41,5600967123.89,172852.075,3.9663695652173914,3.962695652173913,3.693548387096774,-0.003673913043478194,NA,15.41,0.09,100.54,201.7799928571429,278.1495566666667
2013-11-01,3.3875,13.064093333333334,3.8499999999999996,2344972158.49,5698579402.52,174799.88,3.790065,3.787795,3.5,-0.002269999999999772,NA,12.92,0.08,93.86,199.1824441729323,259.7777233333333
2013-12-01,3.2925,13.001045161290323,3.91,2511368572.07,5872306248.22,176132.575,3.790285,3.789715,3.5,-5.699999999997374e-4,NA,14.19,0.09,97.63,197.5534486394558,246.1125787301587
2014-01-01,3.138,13.20103870967742,3.6200000000000006,2453893754.64,5881668900.33,177265.64,3.780859090909091,3.795518181818182,3.5,0.0146590909090909,NA,14.24,0.07,94.62,198.7719886054421,229.9803593650794
2014-02-01,3.1575,13.290671428571429,3.619999999999999,2438087944.29,5859314859.71,180016.05,3.788178947368421,3.800121052631579,3.5,0.011942105263158087,NA,15.47,0.07,100.82,209.3560195488722,242.7982815789473
2014-03-01,3.17,13.214851612903226,3.52,2445032397.04,5852057425.38,181321.525,3.80245,3.80863,3.5,0.006180000000000074,NA,14.84,0.08,100.8,222.3929171768708,275.612493968254
2014-04-01,3.228,13.077116666666667,3.5900000000000003,2460979495.1,5967748670.91,183613.55,3.8052099999999998,3.813015,3.5,0.007805000000000284,NA,14.2,0.09,102.07,222.4304107142858,276.3823612698412
2014-05-01,3.275,12.956232258064516,3.6299999999999994,2489140490.94,5990793818.11,186821.68,3.8019380952380954,3.8149285714285712,3.5,0.012990476190475775,NA,12.48,0.09,102.18,216.9751010204081,287.9128738095238
2014-06-01,3.015,12.975703333333334,3.5500000000000003,2504596297.98,6060946402.78,188764.825,3.4062190476190475,3.415490476190476,3.0833333333333335,0.009271428571428597,NA,11.54,0.1,105.79,202.6338229591838,261.6499006349206
2014-07-01,2.832,12.973,3.54,2531496077.44,6111404448.56,190246.825,3.297617391304348,3.3093608695652175,3,0.011743478260869633,NA,12.3,0.09,103.59,182.29451625,238.549905
2014-08-01,2.7675,13.15001935483871,3.4699999999999998,2545089854.45,6123665718.47,190654.82,3.297409523809524,3.306780952380952,3,0.009371428571428364,NA,13.49,0.09,96.54,176.48208061224491,229.158001111111
2014-09-01,2.83,13.211313333333333,3.5299999999999994,2556416712.16,6114631327.77,190919.275,3.288995238095238,3.295733333333333,3,0.006738095238095099,NA,13.47,0.09,93.21,163.134381292517,211.1711014285714
2014-10-01,2.9,13.47454193548387,3.5300000000000002,2618525167.36,6163058348.86,190949.97999999998,3.2919434782608694,3.301,3,0.00905652173913074,NA,18.06,0.09,84.4,163.3780892857143,210.7249283333333
2014-11-01,2.85,13.590296666666667,3.5699999999999994,2711723106.42,6208067094.41,192113.975,3.2881894736842106,3.2976736842105265,3,0.009484210526315984,NA,13.41,0.09,75.79,178.7085350840336,215.9879182352942
2014-12-01,2.81,14.453035483870968,3.54,2876506247,6356234193.58,192731.3,3.300866666666667,3.3107285714285717,3,0.00986190476190485,NA,16.29,0.12,59.29,178.7129460884353,234.8588366666666
2015-01-01,2.6725000000000003,14.673954838709678,3.5999999999999996,2887393058.55,6497554673.57,193686.96,3.300409523809524,3.3074333333333334,3,0.007023809523809543,NA,19.12,0.11,47.22,174.7948714285715,213.0214075
2015-02-01,2.8125,14.904375,3.59,2869132683.37,6483423543.22,195753.525,3.297284210526316,3.3058736842105265,3,0.008589473684210702,NA,15.9,0.11,50.58,173.7588657894737,201.7420687719298
