cve_ent,periodo,entidad,fecha,h,tasa_narco,g,log_itaee,itaee,pi,inpc,d_tc,cetes28,expectativa,d_wti,d_mes02,d_mes03,d_mes04,d_mes05,d_mes06,d_mes07,d_mes08,d_mes09,d_mes10,d_mes11,d_mes12
24,179,San Luis Potosí,2018-11-01,0.6865696629223307,0.9868881337628176,-0.019179649408404664,4.598471880850127,99.3324078502527,0.005515081932427002,101.82,0.05912355743831732,7.834,3.830000000000001,-0.2168032694196267,0,0,0,0,0,0,0,0,0,1,0
24,180,San Luis Potosí,2018-12-01,0.6318833554443675,0.8811501194310872,-0.03465850361369327,4.585497383146305,98.05194440019142,0.004849741300602339,102.315,-0.005048928628859084,8.0225,3.74,-0.13997263872737964,0,0,0,0,0,0,0,0,0,0,1
24,181,San Luis Potosí,2019-01-01,0.6833406481787402,0.9804827897256609,-0.04170490102826818,4.571911174409593,96.7287988351281,0.006070575467602701,102.938,-0.047011753420162616,7.948,3.99,0.036872363305397116,0,0,0,0,0,0,0,0,0,0,0
24,182,San Luis Potosí,2019-02-01,0.5711938370614348,0.7703793347844478,-0.04164529316621479,4.568896651120667,96.43764668128746,0.00222216922669638,103.167,-0.0022961831139336475,7.9325,4.11,0.06717468916789304,1,0,0,0,0,0,0,0,0,0,0
24,183,San Luis Potosí,2019-03-01,0.5308310833162257,0.7003448498040435,-0.04161883537789901,4.566166023026405,96.17467054233464,0.002488008989484314,103.424,0.0034052050716772975,8.0225,4.03,0.05660219811504241,0,1,0,0,0,0,0,0,0,0,0
24,184,San Luis Potosí,2019-04-01,0.7350251855590214,1.0855345171962674,-0.051841108483798415,4.563134104642744,95.883518388494,0.0013623914489100386,103.565,-0.01215086662391407,7.779999999999999,3.97,0.09366730832196257,0,0,1,0,0,0,0,0,0,0,0
24,185,San Luis Potosí,2019-05-01,0.6473379290437058,0.9104483047452565,-0.05208606074057265,4.563673694130322,95.9352700881293,-9.370487516253689e-4,103.468,0.003967986809876312,8.07,3.9,-0.04861009895402191,0,0,0,1,0,0,0,0,0,0,0
24,186,San Luis Potosí,2019-06-01,0.8461494360407656,1.3306552146276827,-0.05221505910493285,4.564230964226358,95.9887468444191,6.666505886858687e-4,103.537,0.00911752811648281,8.25,3.890000000000001,-0.10695090783269201,0,0,0,0,1,0,0,0,0,0,0
24,187,San Luis Potosí,2019-07-01,0.7180920904455873,1.0505172747060654,-0.03805606888268187,4.564769962343894,96.0404985440544,0.00599914171571303,104.16,-0.010690956330028367,8.1375,3.85,0.04821501579144272,0,0,0,0,0,1,0,0,0,0,0
24,188,San Luis Potosí,2019-08-01,0.7841691996341079,1.190586244666874,-0.03768543706709515,4.561089542305695,95.68767882936775,-0.001835400675719967,103.969,0.027153924865548795,8.008000000000001,3.81,-0.04547453723333916,0,0,0,0,0,0,1,0,0,0,0
24,189,San Luis Potosí,2019-09-01,0.6833406481787402,0.9804827897256609,-0.03637337026296983,4.557395526723122,95.33485911468112,0.0031689964485162037,104.299,0.00118954586634068,7.715,3.72,0.03830103083516612,0,0,0,0,0,0,0,1,0,0,0
24,190,San Luis Potosí,2019-10-01,0.7350251855590214,1.0855345171962674,-0.037756237362811085,4.553807633213954,94.9934206811134,0.002231470391699908,104.532,-0.012367855784785498,7.658,3.61,-0.053930658553636324,0,0,0,0,0,0,0,0,1,0,0
24,191,San Luis Potosí,2019-11-01,0.8461494360407656,1.3306552146276827,-0.027950289271054807,4.556785085902706,95.27668058415054,0.0035714664725823297,104.906,-0.0031742693597056615,7.4725,3.5600000000000005,0.05568504496852933,0,0,0,0,0,0,0,0,0,1,0
24,192,San Luis Potosí,2019-12-01,0.7680547268368044,1.1555690021766718,-0.017609511231895247,4.559658075370592,95.55080307096064,0.00445121526268899,105.374,-0.007181534913191179,7.1225000000000005,3.41,0.047411976893717345,0,0,0,0,0,0,0,0,0,0,1
24,193,San Luis Potosí,2020-01-01,0.7650706963916689,1.1491463061736666,-0.015361677414077235,4.562618185182028,95.8340629739978,0.0097930286624619,106.411,-0.018685601877805436,7.12,3.38,-0.039207339789010476,0,0,0,0,0,0,0,0,0,0,0
24,194,San Luis Potosí,2020-02-01,0.7487349934348958,1.1143236908350707,-0.09318739226741535,4.483945102210497,88.58345501649292,0.003939191557975619,106.831,-0.001989977541989596,6.9625,3.4099999999999997,-0.12936761145274334,1,0,0,0,0,0,0,0,0,0,0
24,195,San Luis Potosí,2020-03-01,0.8125352173745848,1.2536141521894546,-0.1718665035648579,4.404284923500199,81.80062821753677,-0.0022490661802994083,106.591,0.15721712493797568,6.8125,3.32,-0.5482539855603985,0,1,0,0,0,0,0,0,0,0,0
